"Dato";"Kategori";"Underkategori";"Tekst";"Beløb";"Saldo";"Status";"Afstemt"
"01.08.2025";"Personforsikringer                                                            ";"Sundhedsforsikring                                                            ";"Sundhedsforsikring - PRM";"-191,00";"98.470,16";"Udført";"Nej"
"01.08.2025";"Øvrige udgifter                                                               ";"Overførsler                                                                   ";"Renovation - PRM";"-171,00";"98.299,16";"Udført";"Nej"
"01.08.2025";"Øvrige udgifter                                                               ";"Overførsler                                                                   ";"Spotify, iCloud - PRM";"-97,00";"98.202,16";"Udført";"Nej"
"01.08.2025";"Øvrige udgifter                                                               ";"Andet                                                                         ";"3 Danmark\ \Koebenhavn SV\";"-160,00";"98.042,16";"Udført";"Nej"
"01.08.2025";"Øvrige udgifter                                                               ";"Telefon                                                                       ";"hiper.dk           61319";"-339,00";"97.703,16";"Udført";"Nej"
"04.08.2025";"Fornøjelser og fritid                                                         ";"Fritidsaktivitet                                                              ";"Arca ApS\ \Copenhagen N \";"-529,00";"97.174,16";"Udført";"Nej"
"04.08.2025";"Fornøjelser og fritid                                                         ";"Aviser/blade/bøger                                                            ";"AMZN Mktp DE*RJ5K189A4\ \AM...";"-363,34";"96.810,82";"Udført";"Nej"
"04.08.2025";"Transport                                                                     ";"Bus/tog                                                                       ";"DSB APP            15917";"-22,00";"96.788,82";"Udført";"Nej"
"04.08.2025";"Transport                                                                     ";"Bus/tog                                                                       ";"DSB APP            70694";"-22,00";"96.766,82";"Udført";"Nej"
"05.08.2025";"Ukategoriseret                                                                ";"Ukategoriseret                                                                ";"Apotek Fisketorvet 49802";"-145,00";"96.621,82";"Udført";"Nej"
"05.08.2025";"Øvrige udgifter                                                               ";"Fagforening                                                                   ";"Ida Ingeniørfore. i Danm";"-878,25";"95.743,57";"Udført";"Nej"
"05.08.2025";"Fornøjelser og fritid                                                         ";"Gaver                                                                         ";"Alleens Blomster\ \Hvidovre\";"-110,00";"95.633,57";"Udført";"Nej"
"05.08.2025";"Tøj, sko og personlig pleje                                                   ";"Børnetøj/sko                                                                  ";"www.babysam.dk     94710";"-1.079,00";"94.554,57";"Udført";"Nej"
"06.08.2025";"Dagligvarer                                                                   ";"Bager                                                                         ";"R-BAKERY V/RENE OSTERG\ \HV...";"-40,00";"94.514,57";"Udført";"Nej"
"09.08.2025";"Ukategoriseret                                                                ";"Ukategoriseret                                                                ";"MobilePay Kulbaneparkens Ve...";"-25,00";"94.489,57";"Udført";"Nej"
"13.08.2025";"Øvrige udgifter                                                               ";"Andet                                                                         ";"Audible*KC0C72K23\ \Amzn.co...";"-95,96";"94.393,61";"Udført";"Nej"
"13.08.2025";"Ukategoriseret                                                                ";"Ukategoriseret                                                                ";"Udl. kortbetaling, 1.50% af...";"-1,44";"94.392,17";"Udført";"Nej"
"14.08.2025";"Ukategoriseret                                                                ";"Ukategoriseret                                                                ";"RPSTRENGTH\ \RPSTRENGTH.CO\";"-225,33";"94.166,84";"Udført";"Nej"
"14.08.2025";"Ukategoriseret                                                                ";"Ukategoriseret                                                                ";"Udl. kortbetaling, 1.50% af...";"-3,38";"94.163,46";"Udført";"Nej"
"15.08.2025";"Transport                                                                     ";"Andet                                                                         ";"JEJU AIR\ \JEJU-SI\";"-982,05";"93.181,41";"Udført";"Ja"
"15.08.2025";"Ukategoriseret                                                                ";"Ukategoriseret                                                                ";"Udl. kortbetaling, 1.50% af...";"-14,73";"93.166,68";"Udført";"Ja"
"15.08.2025";"Transport                                                                     ";"Andet                                                                         ";"JEJU AIR\ \JEJU-SI\";"-1.274,02";"91.892,66";"Udført";"Ja"
"15.08.2025";"Ukategoriseret                                                                ";"Ukategoriseret                                                                ";"Udl. kortbetaling, 1.50% af...";"-19,11";"91.873,55";"Udført";"Ja"
"15.08.2025";"Ukategoriseret                                                                ";"Ukategoriseret                                                                ";"MobilePay Orion Shanti Dals...";"-1.550,00";"90.323,55";"Udført";"Nej"
"16.08.2025";"Ukategoriseret                                                                ";"Ukategoriseret                                                                ";"MobilePay HIF's Gamle Kæmper";"-35,00";"90.288,55";"Udført";"Nej"
"16.08.2025";"Ukategoriseret                                                                ";"Ukategoriseret                                                                ";"MobilePay Peter James Andrews";"-180,00";"90.108,55";"Udført";"Nej"
"18.08.2025";"Transport                                                                     ";"Bus/tog                                                                       ";"DSB APP            10494";"-17,60";"90.090,95";"Udført";"Nej"
"18.08.2025";"Fornøjelser og fritid                                                         ";"Café/restaurant                                                               ";"Hop House City     38604";"-190,00";"89.900,95";"Udført";"Nej"
"18.08.2025";"Dagligvarer                                                                   ";"Supermarked                                                                   ";"DSB 7-Eleven NPSyd 16846";"-45,00";"89.855,95";"Udført";"Nej"
"18.08.2025";"Transport                                                                     ";"Bus/tog                                                                       ";"DSB APP            70526";"-17,60";"89.838,35";"Udført";"Nej"
